Geo_FIPS,Geo_QNAME,Geo_NAME,TOTAL POP_DEMOGRAPHICS,WHITE_POP,BLACK_POP,AMERICAN INDIAN_POP,ASIAN_POP,NATIVE HAWAIIAN-POP,OTHER_POP,TWO RACES _POP,TOTAL NUMBER HOUSEHOLD_INCOME,<10K,10-15K,15-20K,20-25K,25-30K,30-35K,35-40K,40-45K,45-50K,50-60K,60-75K,75-99K,100-125K,125-150K,150-200K,>200K,MEDIAN HOUSEHOLD_INCOME,OWNER HOUSEHOLD_MEDIAN INCOME,RENTER HOUSEHOLD_MEDIAN INCOME,TOTAL HOUSING UNITS ,OWNER HOUSING UNITS,RENTER HOUSING UNITS,WHITE OWNER HOUSING UNITS,NON WHITE OWNER HOUSING UNITS,MEDIAN HOUSE VALUE (OWNER),,OTHER ,"Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both: Second Mortgage Only","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both: Home Equity Loan Only","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: Both Second Mortgage and Home Equity Loan","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: No Second Mortgage and No Home Equity Loan","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: Home Equity Loan Without A Primary Mortgage",Owner-Occupied Housing Units: Housing Units Without a Mortgage,1 PERSON HOUSEHOLD,2 PERSON HOUSEHOLD,3 PERSON HOUSEHOLD,4 PERSON HOUSEHOLD,5 PERSON HOUSEHOLD,6 PERSON HOUSEHOLD,7 OR MORE PERSON HOUSEHOLD
25017321200,"Census Tract 3212, Middlesex County, Massachusetts",Census Tract 3212,8140,5065,130,23,220,0,1917,785,2768,59,0,33,172,24,92,142,77,84,288,170,258,271,265,477,356,98026,142689,57721,2768,1540,1228,1384,156,477000,,,983,190,101,89,0,760,33,557,764,785,327,436,168,90,198
25017321301,"Census Tract 3213.01, Middlesex County, Massachusetts",Census Tract 3213.01,4650,2622,161,32,56,0,670,1109,2033,92,162,115,39,115,143,129,13,39,19,347,290,216,161,42,111,67261,122908,48100,2158,653,1505,361,292,395200,,,519,10,10,0,0,509,0,134,916,420,252,198,148,60,39
25017321302,"Census Tract 3213.02, Middlesex County, Massachusetts",Census Tract 3213.02,3299,2049,138,0,331,0,498,283,1461,76,0,30,105,0,31,62,88,38,14,196,105,65,268,155,228,96016,116944,,1582,816,766,706,110,475800,,,457,63,0,63,0,350,44,359,411,405,380,246,13,6,0
25017321400,"Census Tract 3214, Middlesex County, Massachusetts",Census Tract 3214,4436,2847,557,0,196,0,113,723,1777,19,0,0,60,64,0,26,79,19,87,124,133,274,204,398,290,125972,117008,141078,1851,1059,792,756,303,521500,,,777,111,20,91,21,623,22,282,459,632,380,212,74,20,0
25017321500,"Census Tract 3215, Middlesex County, Massachusetts",Census Tract 3215,7229,4461,40,0,280,0,703,1745,2952,134,158,15,60,138,14,147,119,0,150,259,319,222,520,444,253,94274,129403,67716,3096,1543,1553,1202,341,464000,,,1116,138,28,110,0,950,28,427,840,1189,199,523,112,45,44
25017321600,"Census Tract 3216, Middlesex County, Massachusetts",Census Tract 3216,7119,3719,383,0,221,0,1547,1249,2725,132,154,24,64,14,11,19,92,125,192,162,306,295,166,359,610,102883,138929,53063,2854,1736,1118,1206,530,526300,,,1077,228,12,216,7,831,11,659,724,835,535,473,72,15,71
25017322100,"Census Tract 3221, Middlesex County, Massachusetts",Census Tract 3221,4843,3795,2,0,385,8,119,534,1587,11,11,11,0,11,10,21,26,17,49,93,209,151,51,385,531,161358,162220,,1704,1547,157,1352,195,584200,,,1177,155,6,149,9,998,15,370,242,531,283,323,124,41,43
25017322200,"Census Tract 3222, Middlesex County, Massachusetts",Census Tract 3222,4381,3504,10,38,389,0,179,261,1980,55,35,56,15,26,47,72,66,48,103,130,237,186,214,282,408,109120,144915,81797,2078,1355,723,1137,218,481200,,,863,105,62,43,0,752,6,492,524,867,301,249,32,7,0
25017322300,"Census Tract 3223, Middlesex County, Massachusetts",Census Tract 3223,5843,4450,93,106,285,0,328,581,2554,175,96,59,39,69,108,122,65,50,274,289,316,262,210,158,262,68665,82556,44692,2797,1694,1103,1505,189,433600,,,848,153,0,153,0,677,18,846,919,862,343,291,98,23,18
25017322400,"Census Tract 3224, Middlesex County, Massachusetts",Census Tract 3224,4892,4239,87,0,95,0,376,95,1920,30,38,26,40,27,45,13,21,44,76,162,202,201,180,348,467,127976,146136,93750,1981,1396,585,1275,121,468600,,,872,109,5,104,0,748,15,524,409,722,263,365,152,9,0
25017323101,"Census Tract 3231.01, Middlesex County, Massachusetts",Census Tract 3231.01,3702,3230,168,0,69,0,81,154,1485,31,50,0,27,41,0,35,22,17,43,166,53,88,18,315,579,169120,207614,70992,1515,1111,404,1031,80,672900,,,767,175,0,175,0,565,27,344,372,573,140,235,154,11,0
25017323102,"Census Tract 3231.02, Middlesex County, Massachusetts",Census Tract 3231.02,3407,2703,57,0,315,0,161,171,1246,9,6,86,7,0,0,0,53,4,31,63,55,51,32,240,609,194722,194792,,1246,1225,21,1012,213,650200,,,944,171,0,171,0,729,44,281,130,396,404,251,36,29,0
25017324101,"Census Tract 3241.01, Middlesex County, Massachusetts",Census Tract 3241.01,5682,4813,3,0,605,0,71,190,2082,72,21,0,75,63,0,35,57,9,56,217,135,177,212,310,643,134244,165200,65104,2227,1782,445,1560,222,614500,,,1175,194,0,194,0,936,45,607,510,509,466,449,109,15,24
25017324102,"Census Tract 3241.02, Middlesex County, Massachusetts",Census Tract 3241.02,4468,3717,58,35,345,0,69,244,1555,53,25,17,0,29,15,31,43,0,46,126,123,76,116,229,626,166493,190833,57375,1631,1292,339,1127,165,659600,,,912,162,0,162,0,715,35,380,246,505,306,323,95,49,31
25017325101,"Census Tract 3251.01, Middlesex County, Massachusetts",Census Tract 3251.01,3958,3099,38,0,259,0,0,562,1629,75,0,8,10,26,27,48,26,38,0,218,172,150,97,212,522,137656,160909,95346,1736,1250,486,1164,86,410000,,,975,120,0,120,0,794,61,275,512,347,434,301,14,12,9
25017325102,"Census Tract 3251.02, Middlesex County, Massachusetts",Census Tract 3251.02,4533,3193,320,6,122,0,381,511,1987,82,52,10,10,135,117,8,0,105,256,164,197,156,173,267,255,88040,120069,53525,2140,1293,847,1094,199,422300,,,855,171,0,171,0,661,23,438,899,464,327,124,52,105,16
25017326101,"Census Tract 3261.01, Middlesex County, Massachusetts",Census Tract 3261.01,5181,4424,66,0,405,0,44,242,1533,29,36,19,37,0,8,3,56,48,23,80,134,117,124,121,698,167188,199667,66518,1592,1338,254,1144,194,671900,,,946,154,13,141,0,788,4,392,280,403,209,373,198,31,39
25017326102,"Census Tract 3261.02, Middlesex County, Massachusetts",Census Tract 3261.02,6084,5142,48,0,271,0,27,596,2135,144,13,0,47,80,52,15,13,30,136,50,95,93,60,269,1038,195625,218077,,2190,1940,250,1691,249,674900,,,1351,298,16,282,0,1023,30,589,445,569,488,474,108,0,51
25017327101,"Census Tract 3271.01, Middlesex County, Massachusetts",Census Tract 3271.01,4103,3832,46,0,29,0,28,168,1312,46,0,0,0,10,36,9,12,0,72,72,98,147,93,216,501,164583,168299,112917,1391,1223,168,1119,104,490700,,,902,97,0,97,0,783,22,321,144,454,202,243,186,57,26
25017327102,"Census Tract 3271.02, Middlesex County, Massachusetts",Census Tract 3271.02,3875,3406,33,0,260,0,30,146,1549,15,0,0,54,75,12,30,24,46,26,146,159,137,213,204,408,128125,132444,76900,1549,1231,318,1181,50,415800,,,853,94,25,69,0,738,21,378,346,530,334,265,62,12,0
25017327103,"Census Tract 3271.03, Middlesex County, Massachusetts",Census Tract 3271.03,3678,2847,234,0,370,0,0,227,1452,107,38,33,52,66,0,22,39,0,109,100,181,125,95,248,237,98779,125795,22361,1567,1139,428,997,142,474700,,,802,105,9,96,0,667,30,337,485,415,244,216,15,15,62
25017328100,"Census Tract 3281, Middlesex County, Massachusetts",Census Tract 3281,3375,3071,41,0,79,0,4,180,1135,13,0,7,0,9,13,10,25,12,17,24,72,128,96,112,597,202379,205179,75833,1167,1089,78,1000,89,624300,,,783,178,6,172,4,559,42,306,115,424,197,238,136,25,0
25017330101,"Census Tract 3301.01, Middlesex County, Massachusetts",Census Tract 3301.01,3458,3031,0,0,79,0,88,260,1204,10,0,0,40,0,12,43,0,0,0,28,29,80,44,245,673,215781,218313,,1204,1169,35,1051,118,814100,,,781,239,0,239,0,528,14,388,120,383,360,271,40,20,10
25017330102,"Census Tract 3301.02, Middlesex County, Massachusetts",Census Tract 3301.02,5118,4471,1,0,245,0,0,401,1831,23,0,23,18,44,0,33,0,183,21,122,85,294,110,318,557,141979,161417,46085,1831,1629,202,1483,146,713200,,,1192,244,0,244,18,922,8,437,324,671,291,277,192,50,26
25017330201,"Census Tract 3302.01, Middlesex County, Massachusetts",Census Tract 3302.01,3088,2867,10,0,141,0,15,55,1165,6,0,5,0,12,0,12,1,54,89,34,254,53,45,207,393,167938,177739,62708,1172,1041,131,999,42,632700,,,812,69,0,69,0,743,0,229,242,299,385,180,34,25,0
25017330202,"Census Tract 3302.02, Middlesex County, Massachusetts",Census Tract 3302.02,3970,3405,61,0,383,0,7,114,1656,134,0,0,36,0,10,47,75,50,143,148,181,146,131,241,314,100345,124455,63558,1713,1071,642,979,92,615900,,,722,75,12,63,0,617,30,349,522,479,380,208,23,44,0
25017331101,"Census Tract 3311.01, Middlesex County, Massachusetts",Census Tract 3311.01,3277,2846,105,0,103,0,0,223,1189,41,16,0,11,13,0,0,0,16,55,55,107,119,89,168,499,168750,165104,211618,1252,951,301,876,75,725900,,,589,168,12,156,0,421,0,362,212,438,164,261,55,59,0
25017331102,"Census Tract 3311.02, Middlesex County, Massachusetts",Census Tract 3311.02,7022,6508,22,17,193,0,24,258,2318,15,0,12,15,35,0,43,46,0,158,88,196,128,196,312,1074,179079,189762,,2378,2156,222,1972,184,652300,,,1458,362,32,330,13,1051,32,698,411,684,463,440,265,55,0
25017331200,"Census Tract 3312, Middlesex County, Massachusetts",Census Tract 3312,5721,4901,64,0,296,0,89,371,1929,10,15,0,7,9,9,41,33,25,74,108,189,165,176,540,528,158422,167917,74951,1967,1719,248,1556,163,609900,,,1327,268,0,268,9,1050,0,392,180,574,492,458,165,47,13
25017331300,"Census Tract 3313, Middlesex County, Massachusetts",Census Tract 3313,7175,5872,104,0,422,0,0,777,2435,61,84,157,0,0,33,34,15,14,160,139,193,222,128,506,689,142266,163469,,2435,2015,420,1864,151,647400,,,1495,291,0,291,0,1124,80,520,426,900,341,503,162,13,90
25017332100,"Census Tract 3321, Middlesex County, Massachusetts",Census Tract 3321,5758,4613,15,0,856,0,0,274,1890,0,12,16,0,0,26,0,0,20,33,78,196,91,124,388,906,186118,190972,144100,2015,1812,203,1443,369,687000,,,1198,187,31,156,16,945,50,614,173,712,432,314,93,83,83
25017332201,"Census Tract 3322.01, Middlesex County, Massachusetts",Census Tract 3322.01,2228,1854,2,0,216,0,0,156,937,0,44,14,6,15,0,123,27,32,21,32,92,160,2,155,214,101408,105417,43938,960,626,334,557,69,661200,,,335,40,7,33,7,284,4,291,295,322,185,53,35,47,0
25017332202,"Census Tract 3322.02, Middlesex County, Massachusetts",Census Tract 3322.02,6726,5192,291,11,952,0,35,245,2836,92,86,98,22,43,101,31,48,34,320,73,237,226,398,380,647,126094,141849,91835,2905,1713,1192,1461,252,662700,,,926,225,41,184,0,600,101,787,599,1336,407,378,116,0,0
25017332300,"Census Tract 3323, Middlesex County, Massachusetts",Census Tract 3323,6884,5156,315,0,722,11,208,472,2538,52,17,111,18,0,19,37,28,196,47,43,249,308,269,329,815,138770,150625,,2646,2280,366,1895,385,708000,,,1473,184,17,167,0,1243,46,807,317,1004,614,444,64,95,0
25017332401,"Census Tract 3324.01, Middlesex County, Massachusetts",Census Tract 3324.01,2543,1700,23,0,492,0,94,234,867,14,7,19,8,21,5,16,35,0,57,24,129,20,85,119,308,146146,153068,59286,918,803,115,601,202,650900,,,412,72,7,65,0,306,34,391,161,264,176,224,26,8,8
25017332402,"Census Tract 3324.02, Middlesex County, Massachusetts",Census Tract 3324.02,2084,1553,2,0,302,0,59,168,988,0,71,8,51,29,9,0,21,25,0,138,86,55,63,177,255,127750,145125,122639,1089,267,822,222,45,681900,,,140,49,18,31,0,91,0,127,391,345,161,58,33,0,0
25017333100,"Census Tract 3331, Middlesex County, Massachusetts",Census Tract 3331,7412,5682,809,0,486,0,162,273,3088,73,65,15,44,78,54,66,7,12,201,153,579,298,175,471,797,116864,135682,88542,3121,2258,863,1947,311,679600,,,1434,171,0,171,0,1044,219,824,878,995,740,340,77,47,11
25017333200,"Census Tract 3332, Middlesex County, Massachusetts",Census Tract 3332,5203,4519,76,0,230,0,23,355,2030,85,120,41,15,46,115,41,75,12,91,181,259,95,74,269,511,93110,143447,60403,2073,1215,858,1135,80,597800,,,823,129,9,120,11,672,11,392,613,652,199,310,224,0,32
25017333300,"Census Tract 3333, Middlesex County, Massachusetts",Census Tract 3333,4188,3527,45,0,127,0,181,308,1628,93,96,12,6,45,26,90,0,34,112,71,251,156,84,348,204,96354,145208,77708,1790,863,927,813,50,591100,,,716,56,12,44,0,640,20,147,423,556,208,291,120,0,30
25017333400,"Census Tract 3334, Middlesex County, Massachusetts",Census Tract 3334,6586,5540,84,0,174,0,116,672,2554,70,103,0,67,54,7,70,93,0,36,120,283,554,211,307,579,109492,131629,88854,2554,1565,989,1440,125,664400,,,974,172,18,154,0,802,0,591,698,676,537,459,73,109,2
25017333501,"Census Tract 3335.01, Middlesex County, Massachusetts",Census Tract 3335.01,4924,3604,439,9,386,0,180,306,1940,49,45,0,28,84,60,10,76,56,80,183,265,125,139,228,512,101667,151853,65857,1940,1343,597,1189,154,687900,,,960,143,16,127,0,817,0,383,441,656,456,201,143,20,23
25017333502,"Census Tract 3335.02, Middlesex County, Massachusetts",Census Tract 3335.02,3638,2353,57,0,212,0,616,400,1358,24,22,15,62,84,23,33,4,84,37,88,183,112,145,140,302,112917,166339,72014,1447,587,860,496,91,643200,,,475,15,0,15,0,453,7,112,343,452,243,181,48,91,0
25017333601,"Census Tract 3336.01, Middlesex County, Massachusetts",Census Tract 3336.01,1981,1233,245,0,287,0,107,109,959,39,0,16,0,56,20,0,0,0,57,47,108,116,222,68,210,128254,140903,128015,1019,53,966,47,6,641000,,,31,0,0,0,0,31,0,22,292,386,235,46,0,0,0
25017333602,"Census Tract 3336.02, Middlesex County, Massachusetts",Census Tract 3336.02,7273,4630,690,22,1463,65,250,153,2803,40,60,78,14,89,81,88,67,46,115,215,557,201,168,279,705,92340,163125,75413,3038,1545,1493,1139,406,591800,,,1132,141,0,141,0,924,67,413,531,1030,530,427,257,28,0
25017334100,"Census Tract 3341, Middlesex County, Massachusetts",Census Tract 3341,6865,6150,0,17,319,0,27,352,2547,25,13,14,59,91,30,25,13,39,146,110,136,215,155,377,1099,177770,177109,182237,2692,2039,653,1905,134,742200,,,1419,273,18,255,0,1080,66,620,509,926,356,554,191,0,11
25017334200,"Census Tract 3342, Middlesex County, Massachusetts",Census Tract 3342,4246,3953,0,0,44,0,47,202,1704,19,10,106,102,31,42,36,24,8,22,103,164,111,81,220,625,145000,205208,,1730,1205,525,1170,35,729500,,,923,216,6,210,6,693,8,282,558,473,240,243,172,8,10
25017334300,"Census Tract 3343, Middlesex County, Massachusetts",Census Tract 3343,7738,6941,43,0,211,0,98,445,2743,35,0,71,56,36,16,54,36,0,16,176,267,319,189,301,1171,163993,175589,42500,2779,2495,284,2290,205,830200,,,1877,392,21,371,0,1323,162,618,387,1008,488,598,218,41,3
25017334400,"Census Tract 3344, Middlesex County, Massachusetts",Census Tract 3344,6599,5117,32,0,1011,0,20,419,2580,117,19,20,25,57,47,78,104,17,36,90,258,277,163,340,932,148816,171611,93322,2681,2217,464,1939,278,656600,,,1266,282,42,240,12,939,33,951,728,896,196,533,92,135,0
25017335100,"Census Tract 3351, Middlesex County, Massachusetts",Census Tract 3351,5949,5474,12,0,351,0,41,71,2645,200,0,43,130,63,19,99,17,15,139,173,198,424,96,465,564,117886,142617,64205,2860,1773,1087,1635,138,648500,,,1173,121,0,121,19,939,94,600,1021,705,449,367,93,10,0
25017335200,"Census Tract 3352, Middlesex County, Massachusetts",Census Tract 3352,6632,5856,32,0,185,0,58,501,2621,36,21,44,15,26,201,103,42,0,60,76,220,375,337,338,727,130385,177634,111471,2621,1635,986,1557,78,678400,,,1255,190,0,190,0,1065,0,380,624,921,520,441,80,32,3
25017335301,"Census Tract 3353.01, Middlesex County, Massachusetts",Census Tract 3353.01,4425,3688,142,0,303,0,23,269,1913,80,60,47,21,40,11,16,104,34,31,116,234,245,182,246,446,113880,140960,76667,1952,1223,729,1029,194,649300,,,899,200,41,159,51,648,0,324,707,487,419,162,110,8,20
25017335302,"Census Tract 3353.02, Middlesex County, Massachusetts",Census Tract 3353.02,5014,4525,26,0,76,0,161,226,1942,75,0,75,25,31,14,19,19,3,87,97,205,192,109,234,757,157222,186023,89031,2098,1481,617,1424,57,705500,,,1175,239,4,235,0,934,2,306,575,629,319,217,136,66,0
25017335400,"Census Tract 3354, Middlesex County, Massachusetts",Census Tract 3354,5264,4462,16,17,409,0,64,296,1945,24,25,31,8,31,23,8,20,36,49,86,165,250,185,282,722,156420,182679,87283,1995,1683,312,1487,196,673400,,,1320,278,34,244,0,985,57,363,336,790,346,349,87,28,9
25017336100,"Census Tract 3361, Middlesex County, Massachusetts",Census Tract 3361,5472,4068,157,0,476,0,230,541,2572,140,70,113,41,13,187,0,0,34,217,195,191,341,181,197,652,111439,150357,50147,2758,1612,1146,1416,196,803600,,,1088,271,0,271,0,741,76,524,1034,666,467,370,20,15,0
25017336201,"Census Tract 3362.01, Middlesex County, Massachusetts",Census Tract 3362.01,2923,2737,69,0,71,0,8,38,1227,54,44,0,0,61,0,5,0,14,32,70,43,97,47,289,471,184923,184235,193267,1227,1124,103,1076,48,856500,,,714,196,31,165,0,443,75,410,124,670,216,217,0,0,0
25017336202,"Census Tract 3362.02, Middlesex County, Massachusetts",Census Tract 3362.02,3223,2940,11,0,84,0,63,125,1298,41,0,27,50,12,0,84,34,0,68,97,100,80,81,105,519,140625,145250,111167,1306,1178,128,1030,148,889100,,,700,221,0,221,0,445,34,478,411,455,82,269,45,36,0
25017336300,"Census Tract 3363, Middlesex County, Massachusetts",Census Tract 3363,6946,6009,9,0,544,0,37,347,2582,93,0,43,30,16,49,31,16,63,58,154,230,185,229,377,1008,160750,157500,207595,2615,2228,387,1985,243,793500,,,1650,193,0,193,0,1443,14,578,504,910,374,615,124,55,0
25017336402,"Census Tract 3364.02, Middlesex County, Massachusetts",Census Tract 3364.02,5129,3452,2,0,1106,0,159,410,2019,90,32,133,55,64,122,85,60,0,59,77,198,162,125,225,532,101797,161438,39292,2072,1109,963,898,211,682500,,,800,184,0,184,0,584,32,309,865,408,331,246,102,0,67
25017336403,"Census Tract 3364.03, Middlesex County, Massachusetts",Census Tract 3364.03,3316,2147,260,8,363,0,151,387,1611,31,25,52,17,27,0,17,73,57,177,91,177,76,146,271,374,121745,166067,90882,1655,483,1172,408,75,705200,,,354,128,0,128,0,226,0,129,614,609,192,86,92,0,18
25017336404,"Census Tract 3364.04, Middlesex County, Massachusetts",Census Tract 3364.04,2479,1828,141,0,204,0,0,306,1059,34,0,0,69,19,45,40,72,12,91,46,115,95,69,131,221,92188,129063,55536,1091,654,437,384,270,705800,,,435,195,18,177,0,235,5,219,289,322,269,179,0,0,0
25017337101,"Census Tract 3371.01, Middlesex County, Massachusetts",Census Tract 3371.01,2861,2205,68,9,455,0,60,64,1201,30,22,73,79,34,11,12,17,44,31,79,143,65,83,150,328,115592,155300,,1209,912,297,802,110,649000,,,642,89,0,89,0,501,52,270,417,352,193,112,96,18,13
25017337102,"Census Tract 3371.02, Middlesex County, Massachusetts",Census Tract 3371.02,5674,4928,17,0,328,0,180,221,2059,36,36,39,0,14,36,28,0,14,148,131,182,261,153,292,689,143365,160109,102236,2232,1824,408,1550,274,649900,,,1224,267,62,205,0,940,17,600,507,667,256,389,166,74,0
25017337201,"Census Tract 3372.01, Middlesex County, Massachusetts",Census Tract 3372.01,3206,2580,21,0,134,0,113,358,1433,16,53,45,149,48,22,15,20,8,62,127,216,85,52,139,376,94276,172667,45156,1470,900,570,811,89,638500,,,528,51,0,51,0,444,33,372,485,483,186,243,31,0,5
25017337202,"Census Tract 3372.02, Middlesex County, Massachusetts",Census Tract 3372.02,5126,4278,42,0,131,0,85,590,2146,54,20,0,64,22,127,161,70,14,141,72,223,173,137,297,571,118333,163464,39511,2182,1551,631,1516,35,634100,,,1105,188,33,155,0,917,0,446,746,601,226,488,79,6,0
25017337300,"Census Tract 3373, Middlesex County, Massachusetts",Census Tract 3373,6119,5095,55,0,578,0,96,295,2681,86,75,100,0,8,88,40,69,1,122,118,440,366,218,415,535,105645,123438,103777,2739,1582,1157,1405,177,592600,,,855,93,75,18,0,762,0,727,756,1076,415,289,114,0,31
25017338100,"Census Tract 3381, Middlesex County, Massachusetts",Census Tract 3381,3284,2435,0,0,473,0,28,348,1125,65,0,0,24,12,17,0,92,11,24,20,98,16,56,111,579,205759,217917,151389,1140,969,171,832,137,1098600,,,620,110,6,104,0,465,45,349,174,363,229,222,100,13,24
25017338200,"Census Tract 3382, Middlesex County, Massachusetts",Census Tract 3382,4067,2090,394,0,1150,0,19,414,1556,57,7,66,27,22,16,7,0,0,84,69,161,214,102,169,555,139375,163485,120230,1568,1134,434,665,469,774600,,,727,107,55,52,0,588,32,407,477,425,204,300,126,24,0
25017338300,"Census Tract 3383, Middlesex County, Massachusetts",Census Tract 3383,3483,3085,49,0,175,0,32,142,1354,16,49,49,80,22,51,0,35,0,27,43,76,60,47,100,699,213611,250001,,1416,959,457,833,126,1363600,,,637,154,11,143,0,464,19,322,443,332,213,238,100,19,9
25017338400,"Census Tract 3384, Middlesex County, Massachusetts",Census Tract 3384,6024,4052,141,35,1255,0,107,434,2161,19,0,0,0,4,15,0,0,0,50,76,52,28,58,390,1469,250001,250001,176199,2240,2007,233,1496,511,1285800,,,1363,492,52,440,0,818,53,644,296,747,324,493,256,45,0
25017338500,"Census Tract 3385, Middlesex County, Massachusetts",Census Tract 3385,6004,4884,100,38,532,0,155,295,1858,52,37,66,19,11,0,19,20,45,39,20,39,82,175,126,1108,250001,250001,,1919,1645,274,1367,278,1324100,,,1238,243,14,229,0,984,11,407,231,535,272,520,248,52,0
25017339101,"Census Tract 3391.01, Middlesex County, Massachusetts",Census Tract 3391.01,3091,2063,336,0,353,0,94,245,1785,89,287,90,55,31,22,171,9,80,8,196,129,85,63,107,363,62104,97760,,1911,995,916,727,268,685000,,,403,99,0,99,0,293,11,592,985,495,210,40,29,0,26
25017339102,"Census Tract 3391.02, Middlesex County, Massachusetts",Census Tract 3391.02,3348,3045,10,0,95,0,57,141,1258,19,0,0,0,38,61,28,19,33,102,97,113,70,106,133,439,141207,147679,,1267,1168,99,1110,58,787200,,,701,99,0,99,0,578,24,467,266,479,212,248,41,0,12
