Geo_FIPS,Geo_QNAME,Geo_NAME,TOTAL POP_DEMOGRAPHICS,WHITE_POP,BLACK_POP,AMERICAN INDIAN_POP,ASIAN_POP,NATIVE HAWAIIAN-POP,OTHER_POP,TWO RACES _POP,TOTAL NUMBER HOUSEHOLD_INCOME,<10K,10-15K,15-20K,20-25K,25-30K,30-35K,35-40K,40-45K,45-50K,50-60K,60-75K,75-99K,100-125K,125-150K,150-200K,>200K,MEDIAN HOUSEHOLD_INCOME,OWNER HOUSEHOLD_MEDIAN INCOME,RENTER HOUSEHOLD_MEDIAN INCOME,TOTAL HOUSING UNITS ,OWNER HOUSING UNITS,RENTER HOUSING UNITS,WHITE OWNER HOUSING UNITS,NON WHITE OWNER HOUSING UNITS,MEDIAN HOUSE VALUE (OWNER),,OTHER ,"Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both: Second Mortgage Only","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both: Home Equity Loan Only","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: Both Second Mortgage and Home Equity Loan","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: No Second Mortgage and No Home Equity Loan","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: Home Equity Loan Without A Primary Mortgage",Owner-Occupied Housing Units: Housing Units Without a Mortgage,1 PERSON HOUSEHOLD,2 PERSON HOUSEHOLD,3 PERSON HOUSEHOLD,4 PERSON HOUSEHOLD,5 PERSON HOUSEHOLD,6 PERSON HOUSEHOLD,7 OR MORE PERSON HOUSEHOLD
25017353102,"Census Tract 3531.02, Middlesex County, Massachusetts",Census Tract 3531.02,5151,2108,365,0,1993,15,114,556,456,59,7,3,9,0,0,5,6,47,36,48,36,57,16,32,95,79318,,79318,488,0,488,0,0,,,,0,0,0,0,0,0,0,0,230,157,30,35,4,0,0
25017353200,"Census Tract 3532, Middlesex County, Massachusetts",Census Tract 3532,5129,2832,510,3,1221,29,99,435,1999,29,180,119,38,67,0,11,29,10,105,78,82,161,242,170,678,134933,213964,113894,2090,543,1547,444,99,1129900,,,355,42,0,42,0,313,0,188,936,574,282,161,31,0,15
25017353300,"Census Tract 3533, Middlesex County, Massachusetts",Census Tract 3533,4232,2759,111,0,733,0,139,490,1869,45,53,62,40,0,0,10,10,23,41,95,107,158,99,347,779,167338,213151,158750,1989,991,998,784,207,1125000,,,648,108,37,71,0,439,101,343,504,650,359,316,23,17,0
25017353600,"Census Tract 3536, Middlesex County, Massachusetts",Census Tract 3536,4966,3155,513,6,755,0,86,451,1654,157,47,20,33,34,0,0,11,11,54,35,171,235,151,263,432,133203,212321,114203,1905,583,1322,469,114,1340600,,,372,43,13,30,0,301,28,211,620,631,217,137,35,14,0
25017353700,"Census Tract 3537, Middlesex County, Massachusetts",Census Tract 3537,5646,3282,377,11,1354,4,132,486,1619,114,55,30,39,28,63,17,62,9,103,112,162,48,184,214,379,108194,145375,83281,1888,398,1490,354,44,1156300,,,169,12,12,0,0,120,37,229,654,601,206,78,71,0,9
25017353800,"Census Tract 3538, Middlesex County, Massachusetts",Census Tract 3538,4320,2427,123,0,1281,0,104,385,2410,214,0,20,99,24,0,0,23,35,222,120,252,146,221,278,756,127803,,129924,2631,916,1715,741,175,744600,,,333,50,24,26,0,283,0,583,1133,912,246,119,0,0,0
25017353900,"Census Tract 3539, Middlesex County, Massachusetts",Census Tract 3539,5761,2770,359,47,1696,0,223,666,1353,183,53,52,93,34,0,0,60,82,38,136,75,79,115,226,127,69440,,62472,1615,74,1541,62,12,1625000,,,59,0,0,0,0,59,0,15,521,527,141,117,35,12,0
25017354000,"Census Tract 3540, Middlesex County, Massachusetts",Census Tract 3540,4733,3238,161,13,715,0,110,496,2083,130,64,93,47,93,22,36,65,34,69,132,343,162,104,222,467,94668,104965,81958,2394,755,1639,582,173,899400,,,417,60,16,44,0,340,17,338,1010,736,223,80,26,8,0
25017354100,"Census Tract 3541, Middlesex County, Massachusetts",Census Tract 3541,2306,1731,57,11,226,0,49,232,1107,62,12,0,20,0,16,0,9,5,27,66,178,114,68,91,439,137361,198125,120625,1312,606,706,518,88,1328900,,,274,50,0,50,0,211,13,332,523,403,106,66,9,0,0
25017354200,"Census Tract 3542, Middlesex County, Massachusetts",Census Tract 3542,3336,2327,111,0,286,0,135,477,1394,66,0,15,8,0,20,15,9,15,24,70,213,61,53,118,707,205441,232639,169028,1559,1149,410,828,321,2000001,,,561,92,33,59,0,460,9,588,461,502,162,153,45,71,0
25017354300,"Census Tract 3543, Middlesex County, Massachusetts",Census Tract 3543,3450,2234,389,0,306,0,124,397,1624,52,39,24,71,0,21,10,36,19,72,69,187,160,54,349,461,149375,175481,119970,1657,715,942,562,153,824500,,,419,102,51,51,7,302,8,296,672,461,235,204,52,0,0
25017354400,"Census Tract 3544, Middlesex County, Massachusetts",Census Tract 3544,1870,1492,19,0,97,0,61,201,767,14,6,16,4,5,9,0,6,5,23,18,85,56,96,119,305,165521,172857,157344,807,458,349,405,53,1180800,,,230,47,10,37,5,178,0,228,180,285,167,123,12,0,0
25017354500,"Census Tract 3545, Middlesex County, Massachusetts",Census Tract 3545,2027,1582,58,0,170,0,0,217,907,0,13,31,5,0,17,7,37,42,8,29,66,63,37,94,458,203906,250001,97708,944,544,400,475,69,1745400,,,268,51,44,7,0,208,9,276,271,375,91,132,38,0,0
25017354601,"Census Tract 3546.01, Middlesex County, Massachusetts",Census Tract 3546.01,1731,869,226,0,452,0,0,184,852,59,26,55,55,39,7,17,28,13,25,43,74,119,27,77,188,95714,216071,82083,1035,156,879,132,24,921700,,,128,0,0,0,0,128,0,28,303,450,40,47,12,0,0
25017354602,"Census Tract 3546.02, Middlesex County, Massachusetts",Census Tract 3546.02,4402,2315,642,0,571,0,84,790,1900,114,38,12,45,19,9,101,80,89,76,46,269,124,148,256,474,110135,154816,97958,2016,721,1295,490,231,979300,,,456,72,0,72,0,384,0,265,787,417,267,384,36,9,0
25017354700,"Census Tract 3547, Middlesex County, Massachusetts",Census Tract 3547,2926,1922,335,0,349,6,40,274,1228,14,57,20,15,0,0,6,32,0,35,46,149,129,64,160,501,159000,228125,121053,1351,572,779,416,156,1282400,,,336,27,0,27,0,309,0,236,302,460,241,167,58,0,0
25017354800,"Census Tract 3548, Middlesex County, Massachusetts",Census Tract 3548,2319,1710,98,0,281,0,24,206,1064,41,6,7,8,7,0,0,0,7,86,94,60,64,87,185,412,172708,190313,129200,1177,526,651,428,98,930100,,,291,36,0,36,0,255,0,235,349,402,173,79,33,24,4
25017354901,"Census Tract 3549.01, Middlesex County, Massachusetts",Census Tract 3549.01,3112,1176,522,24,1231,0,37,122,1686,11,11,49,0,0,20,23,31,0,52,58,100,163,259,410,499,156964,,156964,2010,0,2010,0,0,,,,0,0,0,0,0,0,0,0,743,679,200,43,21,0,0
25017354902,"Census Tract 3549.02, Middlesex County, Massachusetts",Census Tract 3549.02,5482,2202,1234,0,1464,0,99,483,2360,111,96,128,42,35,30,81,124,133,94,242,130,218,102,159,635,90046,167065,57955,2526,1002,1524,616,386,1049600,,,568,72,0,72,0,496,0,434,723,877,331,214,212,0,3
25017355000,"Census Tract 3550, Middlesex County, Massachusetts",Census Tract 3550,3299,2176,656,0,207,0,51,209,1446,53,32,23,22,9,31,20,4,39,35,36,147,186,73,177,559,153889,210228,113523,1629,641,988,490,151,1018800,,,450,160,12,148,0,290,0,191,502,464,291,115,38,0,36
25017356100,"Census Tract 3561, Middlesex County, Massachusetts",Census Tract 3561,3646,2719,39,26,427,0,35,400,1421,17,19,21,0,20,54,9,46,40,28,36,128,109,120,253,521,155082,203056,141250,1462,754,708,625,129,832400,,,367,10,0,10,0,351,6,387,301,516,266,205,103,11,19
25017356300,"Census Tract 3563, Middlesex County, Massachusetts",Census Tract 3563,5546,3987,242,0,709,0,260,348,2572,48,21,24,53,96,99,29,98,0,37,68,425,434,348,184,608,115427,160938,101650,2572,1149,1423,889,260,844200,,,905,163,23,140,0,710,32,244,696,1231,365,177,84,19,0
25017356400,"Census Tract 3564, Middlesex County, Massachusetts",Census Tract 3564,7507,6031,159,0,798,0,148,371,2845,197,62,129,16,58,0,18,0,0,49,102,124,295,170,345,1280,183470,191500,119514,2972,2192,780,2000,192,964200,,,1519,209,0,209,32,1255,23,673,676,837,649,464,205,8,6
25017356500,"Census Tract 3565, Middlesex County, Massachusetts",Census Tract 3565,7276,5556,215,0,1063,0,36,406,2986,131,94,17,27,13,30,104,92,27,115,112,270,254,271,437,992,134943,192963,68889,3145,2154,991,1660,494,831100,,,1382,158,19,139,16,1194,14,772,835,953,468,608,78,31,13
25017356601,"Census Tract 3566.01, Middlesex County, Massachusetts",Census Tract 3566.01,4198,3284,52,0,457,0,113,292,2040,103,0,65,60,84,33,9,0,10,40,160,255,125,225,321,550,140694,166783,80430,2139,1253,886,1020,233,826800,,,800,220,61,159,0,558,22,453,843,568,307,283,39,0,0
25017356602,"Census Tract 3566.02, Middlesex County, Massachusetts",Census Tract 3566.02,4414,3701,41,14,400,6,49,203,1873,70,6,15,43,0,25,38,58,0,91,142,150,127,146,253,709,155265,185500,92880,1894,1448,446,1218,230,845700,,,782,120,0,120,0,644,18,666,666,539,249,352,40,27,0
25017356701,"Census Tract 3567.01, Middlesex County, Massachusetts",Census Tract 3567.01,6285,4469,198,18,1019,8,80,493,3005,114,29,34,89,39,93,36,48,47,71,235,264,235,291,440,940,139229,185446,130156,3192,1355,1837,1132,223,840400,,,867,168,0,168,0,699,0,488,1365,765,361,388,116,10,0
25017356703,"Census Tract 3567.03, Middlesex County, Massachusetts",Census Tract 3567.03,3154,2539,115,0,274,0,53,173,1475,91,152,17,0,11,59,42,42,32,38,63,87,80,96,115,550,135240,232500,34216,1548,876,672,782,94,1149600,,,500,52,10,42,0,377,71,376,602,480,160,148,52,26,7
25017356704,"Census Tract 3567.04, Middlesex County, Massachusetts",Census Tract 3567.04,3989,2900,102,0,423,0,0,564,1636,8,0,37,48,0,0,12,0,90,17,107,194,137,158,231,597,156316,215188,114929,1675,853,822,690,163,1014300,,,577,139,63,76,0,430,8,276,554,494,192,271,72,22,31
25017357100,"Census Tract 3571, Middlesex County, Massachusetts",Census Tract 3571,5103,3346,139,3,1312,0,0,303,2033,46,6,0,48,0,13,15,72,16,24,123,223,223,169,195,860,163466,233942,98182,2053,1309,744,1092,217,1140100,,,892,110,18,92,13,713,56,417,494,612,484,363,77,3,0
25017357200,"Census Tract 3572, Middlesex County, Massachusetts",Census Tract 3572,3154,2158,0,0,637,0,12,347,1153,37,0,21,0,5,0,0,11,0,23,16,34,146,48,170,642,228281,250001,165250,1253,943,310,728,215,1253400,,,542,162,33,129,7,332,41,401,152,364,328,260,49,0,0
25017357300,"Census Tract 3573, Middlesex County, Massachusetts",Census Tract 3573,3295,2278,43,6,604,0,141,223,1305,47,11,0,17,0,0,0,18,0,56,29,129,174,86,204,534,163393,204853,120729,1376,682,694,483,199,880600,,,475,82,13,69,0,330,63,207,300,384,338,199,53,31,0
25017357400,"Census Tract 3574, Middlesex County, Massachusetts",Census Tract 3574,2421,1690,1,0,503,0,43,184,894,11,0,14,5,36,0,5,0,20,6,17,63,55,52,119,491,212130,250001,162969,909,575,334,436,139,1259300,,,388,70,0,70,0,307,11,187,208,246,160,217,43,20,0
25017357500,"Census Tract 3575, Middlesex County, Massachusetts",Census Tract 3575,2369,1805,6,0,418,0,40,100,925,63,11,17,8,12,5,41,15,10,23,22,35,87,79,111,386,166563,240030,120547,981,523,458,412,111,1034000,,,317,48,0,48,0,269,0,206,209,283,226,153,24,30,0
25017357600,"Census Tract 3576, Middlesex County, Massachusetts",Census Tract 3576,2729,1775,46,0,634,0,18,256,1074,10,33,27,8,6,0,9,0,44,19,59,43,65,62,234,455,183214,199821,167525,1118,657,461,407,250,778200,,,408,60,24,36,14,326,8,249,240,297,274,235,18,0,10
25017357700,"Census Tract 3577, Middlesex County, Massachusetts",Census Tract 3577,4040,2889,156,0,678,0,134,183,1676,96,29,27,72,13,67,0,0,91,106,115,85,143,51,246,535,124516,159423,96875,1781,928,853,736,192,905400,,,669,112,26,86,0,510,47,259,446,633,332,183,82,0,0
25017357800,"Census Tract 3578, Middlesex County, Massachusetts",Census Tract 3578,3898,2863,55,0,718,0,66,196,1298,0,24,29,0,41,8,0,17,39,21,100,84,67,58,97,713,227100,246910,71789,1362,1037,325,780,257,1613700,,,700,202,5,197,7,491,0,337,163,413,239,272,187,12,12
25017358100,"Census Tract 3581, Middlesex County, Massachusetts",Census Tract 3581,5145,2839,34,0,1694,0,75,503,1833,25,9,22,17,11,15,0,8,17,23,68,75,54,118,347,1024,234519,248125,137212,1967,1626,341,1002,624,1037400,,,987,238,0,238,10,739,0,639,243,557,457,485,75,16,0
25017358300,"Census Tract 3583, Middlesex County, Massachusetts",Census Tract 3583,6061,3480,136,0,2210,0,131,104,2286,106,30,18,55,15,0,0,37,34,88,68,163,194,81,230,1167,213333,250001,86976,2344,1563,781,1054,509,1129400,,,977,202,24,178,0,775,0,586,550,602,523,441,119,51,0
25017358400,"Census Tract 3584, Middlesex County, Massachusetts",Census Tract 3584,4921,3096,37,0,1390,0,26,372,1982,155,52,51,10,41,75,0,9,26,56,70,32,161,99,251,894,179753,224917,,1992,1511,481,1037,474,1197400,,,822,106,0,106,0,645,71,689,499,809,270,237,135,32,0
25017358500,"Census Tract 3585, Middlesex County, Massachusetts",Census Tract 3585,5785,3203,146,0,2065,0,49,322,1953,22,10,19,56,6,23,20,32,37,10,85,89,52,106,168,1218,239375,250001,125139,1979,1663,316,984,679,1213500,,,1134,176,16,160,17,918,23,529,206,608,439,520,144,27,9
25017358600,"Census Tract 3586, Middlesex County, Massachusetts",Census Tract 3586,6245,3466,100,0,2107,0,102,470,2317,66,29,0,25,74,15,13,40,39,0,55,134,94,137,412,1184,207125,231918,101587,2326,1881,445,1304,577,1113600,,,1145,309,0,309,0,805,31,736,503,737,444,247,293,79,14
25017358700,"Census Tract 3587, Middlesex County, Massachusetts",Census Tract 3587,5928,3285,259,0,1759,0,274,351,1966,12,15,15,8,8,8,7,6,0,8,50,82,159,150,267,1171,250001,250001,168190,2064,1754,310,1118,636,1167000,,,1077,175,36,139,0,871,31,677,273,531,350,500,224,45,43
25017359100,"Census Tract 3591, Middlesex County, Massachusetts",Census Tract 3591,6782,5115,124,6,951,0,80,506,2820,32,88,0,17,70,19,29,81,64,34,224,245,259,216,292,1150,158947,204107,91134,2835,1723,1112,1285,438,920300,,,1063,291,21,270,0,683,89,660,880,828,528,490,65,29,0
25017359301,"Census Tract 3593.01, Middlesex County, Massachusetts",Census Tract 3593.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25017359302,"Census Tract 3593.02, Middlesex County, Massachusetts",Census Tract 3593.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25017359303,"Census Tract 3593.03, Middlesex County, Massachusetts",Census Tract 3593.03,7561,5577,176,0,1399,0,93,316,2977,108,0,16,35,105,32,28,61,28,73,170,237,351,157,276,1300,158984,201270,115264,3070,2425,645,1950,475,845900,,,1427,260,70,190,0,1139,28,998,668,1008,580,528,166,27,0
25017359400,"Census Tract 3594, Middlesex County, Massachusetts",Census Tract 3594,7073,3458,1347,0,1338,0,327,603,3306,178,176,91,10,77,61,30,35,87,28,221,499,384,246,308,875,115259,160000,93198,3479,1122,2357,636,486,941100,,,693,43,23,20,0,618,32,429,1169,1155,470,362,122,28,0
25017360300,"Census Tract 3603, Middlesex County, Massachusetts",Census Tract 3603,6946,5389,89,0,523,0,504,441,2670,71,30,16,0,105,62,5,66,106,158,129,65,198,191,321,1147,180750,223696,102222,2868,1668,1200,1532,136,1180100,,,867,139,0,139,11,661,56,801,670,938,356,576,67,63,0
25017361100,"Census Tract 3611, Middlesex County, Massachusetts",Census Tract 3611,5975,5075,68,0,211,0,65,556,2007,31,13,0,15,62,0,0,42,59,39,103,97,58,170,197,1121,232835,250001,142713,2173,1652,521,1488,164,1121300,,,980,222,0,222,0,677,81,672,510,440,323,419,242,73,0
25017361200,"Census Tract 3612, Middlesex County, Massachusetts",Census Tract 3612,6189,4686,251,0,475,0,129,648,2095,30,16,39,14,30,10,26,13,38,48,188,88,108,94,369,984,184866,242569,121083,2250,1318,932,1157,161,968500,,,760,274,62,212,0,486,0,558,535,680,306,447,49,40,38
25017361300,"Census Tract 3613, Middlesex County, Massachusetts",Census Tract 3613,6062,5165,119,32,202,0,115,429,2042,40,32,29,14,14,19,0,43,49,23,32,132,23,166,333,1093,221029,243179,41991,2189,1879,310,1659,220,1397200,,,1023,157,15,142,0,843,23,856,277,805,230,523,168,39,0
25017362100,"Census Tract 3621, Middlesex County, Massachusetts",Census Tract 3621,5209,4371,27,0,505,0,32,274,1726,44,8,13,24,0,8,35,21,15,9,32,39,77,94,222,1085,250001,250001,45667,1787,1624,163,1379,245,1055600,,,1031,306,27,279,0,706,19,593,200,615,272,389,197,45,8
25017363103,"Census Tract 3631.03, Middlesex County, Massachusetts",Census Tract 3631.03,3211,2444,0,0,644,0,27,96,1305,65,0,25,14,0,19,27,0,19,112,119,45,126,90,82,562,147639,198281,58250,1320,1135,185,862,273,826500,,,704,81,0,81,8,605,10,431,350,396,209,282,54,14,0
25017363104,"Census Tract 3631.04, Middlesex County, Massachusetts",Census Tract 3631.04,6300,4108,115,0,1584,0,120,373,2307,71,153,21,0,26,36,22,0,0,18,144,272,191,152,248,953,153065,195341,81397,2307,1975,332,1419,556,729500,,,1304,214,11,203,0,1071,19,671,529,562,595,425,115,70,11
25017363105,"Census Tract 3631.05, Middlesex County, Massachusetts",Census Tract 3631.05,4316,2284,750,0,784,0,45,453,1542,27,68,76,9,0,54,9,26,285,42,66,135,68,48,66,563,97679,212179,48676,1589,925,664,606,319,881900,,,633,15,0,15,0,618,0,292,304,474,250,479,35,0,0
25017363106,"Census Tract 3631.06, Middlesex County, Massachusetts",Census Tract 3631.06,3011,1470,70,0,1138,0,74,259,1314,12,37,47,0,78,16,0,35,28,0,151,165,208,57,115,365,107222,127361,80996,1314,595,719,367,228,458000,,,450,63,0,63,0,387,0,145,506,210,307,260,31,0,0
25017363201,"Census Tract 3632.01, Middlesex County, Massachusetts",Census Tract 3632.01,3341,2186,1,0,944,0,15,195,1251,20,5,29,27,7,10,7,0,0,41,41,44,118,52,130,720,214513,229844,,1251,1052,199,711,341,776400,,,762,208,0,208,0,467,87,290,193,456,251,282,51,18,0
25017363202,"Census Tract 3632.02, Middlesex County, Massachusetts",Census Tract 3632.02,3782,2719,23,0,768,0,116,156,1366,9,11,0,3,15,10,6,26,0,15,91,78,92,159,156,695,201364,204727,123500,1420,1226,194,992,234,711500,,,906,107,9,98,0,775,24,320,172,450,374,228,109,33,0
25017364101,"Census Tract 3641.01, Middlesex County, Massachusetts",Census Tract 3641.01,6043,5019,73,0,319,0,68,564,2543,129,50,43,120,143,34,75,79,10,26,233,135,249,216,301,700,123134,148443,26810,2586,2009,577,1733,276,494800,,,1385,325,0,325,0,1018,42,624,769,858,327,482,87,20,0
25017364102,"Census Tract 3641.02, Middlesex County, Massachusetts",Census Tract 3641.02,4620,3996,74,0,307,0,54,189,2130,67,40,21,0,19,74,68,42,58,121,43,215,366,123,382,491,118056,145417,,2259,1590,669,1344,246,493300,,,1109,221,11,210,0,872,16,481,794,623,386,301,13,0,13
25017365100,"Census Tract 3651, Middlesex County, Massachusetts",Census Tract 3651,8064,6664,139,0,760,26,55,420,2525,19,0,15,35,57,0,40,37,0,0,32,166,92,59,324,1649,250001,250001,86481,2596,2423,173,2069,354,1006400,,,1643,202,26,176,0,1386,55,780,274,708,465,704,201,154,19
25017365201,"Census Tract 3652.01, Middlesex County, Massachusetts",Census Tract 3652.01,6226,4792,337,0,813,0,49,235,2026,0,15,14,0,14,0,32,24,31,44,40,117,70,102,184,1339,227230,229019,49917,2026,1915,111,1574,341,881800,,,1432,241,0,241,0,1191,0,483,185,731,431,415,216,48,0
25017365202,"Census Tract 3652.02, Middlesex County, Massachusetts",Census Tract 3652.02,4777,3845,33,6,399,0,25,469,1776,53,61,52,11,30,22,18,58,25,5,35,68,146,111,130,951,221250,250001,,1824,1369,455,1169,200,926300,,,881,199,13,186,0,673,9,488,335,758,264,252,117,44,6
25017366100,"Census Tract 3661, Middlesex County, Massachusetts",Census Tract 3661,4643,3655,30,0,762,17,39,140,1776,20,50,96,0,21,21,17,31,30,54,48,100,77,154,283,774,178438,192438,,1882,1453,429,1208,245,814900,,,1033,236,24,212,7,758,32,420,371,571,375,300,120,27,12
25017366201,"Census Tract 3662.01, Middlesex County, Massachusetts",Census Tract 3662.01,3628,2814,0,0,422,0,71,321,1244,0,0,40,7,0,0,7,10,0,35,20,89,25,59,111,841,250001,250001,,1281,1234,47,963,271,1151600,,,830,68,0,68,0,685,77,404,92,459,301,321,49,22,0
25017366202,"Census Tract 3662.02, Middlesex County, Massachusetts",Census Tract 3662.02,5555,4051,86,0,768,0,232,418,1928,5,0,35,8,32,8,11,7,0,64,51,177,143,88,292,1007,218750,221190,,1940,1786,154,1461,325,929000,,,1124,200,20,180,24,852,48,662,330,664,273,359,211,71,20
25017367100,"Census Tract 3671, Middlesex County, Massachusetts",Census Tract 3671,4620,3263,114,15,915,0,86,227,1607,65,64,18,27,47,16,19,0,8,16,75,18,64,14,109,1047,250001,250001,,1700,1394,306,1044,350,1306500,,,761,213,5,208,0,524,24,633,182,576,425,261,131,24,8
25017367200,"Census Tract 3672, Middlesex County, Massachusetts",Census Tract 3672,6823,5443,228,4,565,0,167,416,1925,38,0,0,61,21,27,51,0,0,43,1,86,262,42,110,1183,250001,250001,,2114,1799,315,1415,384,2000001,,,1201,240,54,186,0,949,12,598,321,444,294,548,199,97,22
25017368101,"Census Tract 3681.01, Middlesex County, Massachusetts",Census Tract 3681.01,5727,3199,538,21,1039,0,254,676,2411,61,78,92,69,61,96,0,87,28,35,134,145,288,197,337,703,130481,156393,117832,2471,979,1492,702,277,710400,,,647,153,0,153,0,494,0,332,552,1064,428,213,125,0,29
25017368102,"Census Tract 3681.02, Middlesex County, Massachusetts",Census Tract 3681.02,5078,3312,389,0,778,0,162,437,2009,0,40,40,85,8,39,47,0,13,40,128,152,258,73,294,792,154879,168352,102927,2125,1595,530,1167,428,723300,,,1139,100,0,100,0,1018,21,456,492,632,282,256,333,0,14
25017368200,"Census Tract 3682, Middlesex County, Massachusetts",Census Tract 3682,3764,2883,276,0,271,0,71,263,1542,6,52,31,15,19,71,0,0,0,61,114,114,227,153,164,515,131513,129967,139948,1646,1063,583,974,89,740900,,,593,81,0,81,0,488,24,470,414,546,308,221,44,0,9
25017368300,"Census Tract 3683, Middlesex County, Massachusetts",Census Tract 3683,5992,2905,110,67,1096,0,1180,634,2607,43,36,218,91,44,89,171,51,112,111,70,300,363,125,302,481,98375,116532,63009,2729,1340,1389,974,366,651300,,,852,119,0,119,0,711,22,488,1028,628,510,228,27,113,73
